sequence_id,sequence_sha256,split_group_id
A0A396K6U7_9CLOT/412-445,fcfab671dce581ebba796316ca88d1069f538cc4269822e3a10f659581c144ae,EIIB_cc2a31e35db9b3c7
A0A396KB15_9CLOT/450-483,1d9d910f260da8d31ac1a019b45982fe4f7f48bcfbd82ed005268e5fc862635a,EIIB_0bc7a33268ab4d40
A0A3N4DKR6_9ACTN/5-38,e0278af81a8180f163f902682f3bdbed0e2d60476dc5012848b728957a2794b8,EIIB_075a49559896e2e1
A0A3N4DKR6_9ACTN/508-542,a363a6fbdb08cb324244362da97b5215bb3a7364691401793926d0856baeba1a,EIIB_3a994dbd6634f99f
A0A415P0Z3_9FIRM/9-41,d2c841dde77ac9635809452249dbd2c5cacce06cffb16e966ce190dd75087a20,EIIB_dff11bcd426f093c
A0A6H3A8V1_BACAN/8-41,dbfd88d98faf2317486e50951ca0a26b734313cbe9b5a40312f9e4c1a75ef3f2,EIIB_ced7fbe1e67a26d5
A0A829NQC0_MEDG5/8-39,50d99b535a7f24a7da4aaab2ce02351b0d0cb5ed02aa91bbf9e4361f8cfd9556,EIIB_49529b0357bd561b
A0JW56_ARTS2/8-41,12a2ee01569416a51923c73bc4963ac2595de45149092e5ceec48cf456c6eb77,EIIB_abb64905028016f8
A0K0S0_ARTS2/5-38,ef033b60a44e4887c36f26d25f98b551dca4d11112a2937afcdccf9a9aa3c0fa,EIIB_be7a56450271d900
A0KEI8_AERHH/444-476,2979d6ea16587776453a3e19f60b4ee56e0ff5e87b03328f184088782ac4b465,EIIB_aa44a751ccc14811
A0KIG4_AERHH/412-445,e7c451aa2d65a8296d4aaea75e3b58f04c7ff066dac6b11d7b4fd97c9ca18022,EIIB_bfd3340b8f3bc225
A0KMI2_AERHH/8-41,5524da6561a59f6bfc908843a759bc79339dbbaa7f712344942384af2bbcba2b,EIIB_095e34008bddfc21
A0KNI8_AERHH/382-415,1df1d8a4b6cb2f95c427448a3b4cc4d59499ff1e9cf8ec4a51687af172c15f63,EIIB_503ca42a482858cd
A0KPR6_AERHH/42-73,5e6ab697f717b8951a32430f7b856d5fd1410cecc3175079e809ae9078435620,EIIB_0d8b6e970a7bc408
A0PZX9_CLONN/401-434,f22814e49dd290ebf747191bfe2843a44d6d5922c93c734fd4b0eaeba68a5051,EIIB_2eda1e0c5be49229
A0QU86_MYCS2/456-489,161904184b97372ec7ff6d7b5ad66e8814fb2bb3ccc83e2712417df7a3a34005,EIIB_0873e7f86a4cf37d
A1A0B4_BIFAA/7-40,c63a339276bec1165319bd51e397238a9a0ac325fa1dc3afdf3f153855b10859,EIIB_8cd07851e390c25f
A1S4N4_SHEAM/411-443,e7aba9c503a5b3829c951ecdea4301bbc3bc43743cca99eb0e35dc55958b4750,EIIB_307c8d4924a2abd2
A1SS82_PSYIN/413-445,1ed8f5b504c3e7609b57133f68a14e10fb74398e058e9ee3a709c737e20ece15,EIIB_ebed452d1c2fc5ef
A1SSB1_PSYIN/10-43,da03500babcda621bef74567070efff445c46675616b0a022500d51b0f13cd7f,EIIB_e2cf413b4a5b9acb
A1STJ7_PSYIN/8-41,a89cadf2d513e3a4c8f4521e898027d7431001fb2cf76a75e050233a8a964740,EIIB_4d3f54f7e94d59b8
A1SWB1_PSYIN/12-45,7590728303e9b1fc7b2a703443245fe33bd91d94069004ba34dbaeab48e75cf8,EIIB_1d6228c9bc055cdf
A4FBE2_SACEN/7-40,687f148cd70517b7c112b974aa90a2827e248bdb57e7f0844a03c933e9f1e3e3,EIIB_181599ff30c531d1
A4J1C7_DESRM/383-415,50579f94e83121b0a1ca1aa6bfe8f42ac168ad6e80c564b33458d3b86c2f9b9d,EIIB_881dbbf014674314
A5HYH0_CLOBH/452-483,cd5e6570905628aead5cabe3e0980f726f7ef9c3d47b32b0eba7098111eb7349,EIIB_6991d60c0f762296
A5HYI1_CLOBH/456-487,175fd499a2a5788691a435702ed9acbecc802a0085689cf49d4fff7442d91a41,EIIB_b61275071a446c71
A5HZJ8_CLOBH/8-41,80ea1c3da32a94e03dcdba1a1061b82e4bdfc703fda3f4cffee91dd33a02520a,EIIB_a977594e7658d479
A5I073_CLOBH/8-41,347eda8cfcde1ab1b9d6d66c2470927f6bd4f07e36495de05c9d02a8c0e54480,EIIB_28d7c75cc1f69a27
A5I1G2_CLOBH/431-464,daee6e0ca79d28cef209d53d4ade441716428e205ea5312ffde2e500d8448163,EIIB_f9975eb4eddfd87e
A5I1H9_CLOBH/9-39,c1ae02c5a31213eceb062a02671250e3540a5ddbab24825cc4bf94e51d77dd0b,EIIB_9562f8d830e8501d
A5I5I8_CLOBH/417-450,99efeb68e5ee27dc932bf87c22f7466e08c4f98f9ca35b1fb0a20e473354ea9e,EIIB_1b682fdfda5f3a70
A5I5S4_CLOBH/406-439,86c4d31fd2134f006d11594658e387e69a98d9c02385415bb12f349bae766ba3,EIIB_ff11e908a593e886
A5IY33_MYCAP/19-52,b43aa81736464ac9926bea93cf434b38ce7c8c7154997f834ca451c24f685ce6,EIIB_7a39a32111d7c5dc
A5IYB4_MYCAP/50-81,51dcfed8e1714d246413951b8c98cb0b45c5d12cc2281fec6966c0b969525c0c,EIIB_f1faff77c26ff2f2
A6VMZ6_ACTSZ/10-43,5f98982b1026bdcba0ba2021248334ee2a30a0bafc22555bb091e6e6eb17cea6,EIIB_8a727b4b6144ee03
A6VPN2_ACTSZ/280-313,11e49f0b1893e0f972dfd96b7bd7aa8df7676bad5bee68e3b519b3654b50cac8,EIIB_008626e00a815bd1
A9KSA8_LACP7/458-490,823f01f0a372ea431d97e43a0db1c6bf6811452c7977f3983505a88fb4a260bf,EIIB_fc15f8c368e0f9f4
B0N3C0_9FIRM/457-489,a03527bd666b57d60e20e291a36f8f942321213835f3eb6891eaf7535176a370,EIIB_273ea39a8d9d63b3
B2KD78_ELUMP/477-509,5ad831b4912e3fc8cfa4ce70aba4c71c232856aa4d4b5cf7bb81a58ef829ed5a,EIIB_3ddea92d879df8ec
B2KDM3_ELUMP/8-41,824fdf2f809366fe1869fb7dffa3d115ddea928c49b798ee9849b073606c6342,EIIB_1dffa3be89a92fa2
B2KEF3_ELUMP/410-441,08819446c65595f901c40826db39a23efb0cf5d7dc5f40117b0e3c2b558bcfb6,EIIB_1015bb26587b0d82
B8F5M5_GLAP5/8-41,6854e841f9fd6d3322daf3d18b623afd1afaad7b3e8951ae6e47ee6340168fea,EIIB_ce6edad832a00da7
B9DVJ1_STRU0/8-41,940adbb4b0846eb8a722c81420512a07b727fdec75a3ac60abf735546abeadfb,EIIB_5d6dec1cd5615be2
B9DW50_STRU0/9-42,97025f40df1340c131e2a9300b4272ee64a235716cef97fe2d7d4bea584baff4,EIIB_c96e55e2446c3c15
B9E8X7_MACCJ/20-53,37905d387aeb643795859c70e22f652e46fb694faf96877f0213339e81489ae2,EIIB_200bb67eeead1c67
B9EA21_MACCJ/10-43,99ed0fc3567f4ab9adb11d2bbe39dd7f093440556fa8b4528534361384088b58,EIIB_1400733df7d5f24c
B9EBW2_MACCJ/443-475,d8032dc1c4696e7e77456cbb226b715772f4ffabefa8792268b40e2e86831a19,EIIB_12cc05ac8ed16ae1
C0CKC1_BLAHS/9-42,3ab91c4113342242ed3ad77bad4f86998a7f1dfd99fbe4c8639bde3a17365ae9,EIIB_1dc40ff74b1c812e
C0ZH74_BREBN/408-441,1594abd5a34b0a7f8b051e1c12825f0d68130f351e309580073942cd6366f6b7,EIIB_e2d89edd5ce5509e
C3PJW7_CORA7/445-478,c24e854cc1b880f9e31ee6e64627000ccac033bb8b6c9ad4a00edb58543eb855,EIIB_101d8e08cd7ee42e
C3PKR6_CORA7/8-41,08cebdeb1a884374e1e6baf6573b6ece3e8aac78b4c82db0958a1ea0d69b6e22,EIIB_5a3ec66f331d9390
C4L7F9_TOLAT/453-485,adaf185b8495b0acf86e1ac8a00c3f4388d27f52e85a3e2960d9d07920454ada,EIIB_5cb30a814a5cfef6
C4L7Z6_TOLAT/10-43,c09a2a35c65334fcf94037732af94cc23309abe6b8068f5f62801d2ceccaf5c6,EIIB_2df89c992b1b6830
C4L888_TOLAT/426-459,1ece40cd33208013eefe3f85e4e20f6e115b9188dc3e9ff4974054362af66d3d,EIIB_bf21dca9bc2d87a3
C4LB47_TOLAT/452-484,bc0ee88d17880c9504c5b16d199dfe1c93a865b33818c387975bb5788c576d2b,EIIB_cd5a0483884fe0f4
C4LBK8_TOLAT/8-41,32d62009422d7cd6ab5f835a11b57b1db0c99064f222b25905a17656461b24e8,EIIB_79df111dc0dbc32e
C4LBY7_TOLAT/406-439,33482d9504a08304df698c28e0e6d55f437b770d372da82b443b1577e9af5440,EIIB_879b39a64f663df6
C4LCU9_TOLAT/396-429,6d7cd66497ffb7ff011a1feaf944ca323b021ea993a4c9fc341c5a1b85748054,EIIB_d352d59a45194adb
C4LE35_TOLAT/8-41,221ea1e5c9689c57252ea3b737ee10e198a1fc907980804b44b92683365c63c3,EIIB_e81b9d3656441687
C4LGR7_CORK4/487-520,55530cfc9f4fe70df70f3aba2f963ee0f5b85641ed023fd8c64c7245f3febbed,EIIB_e227d764c023a935
C4LIB6_CORK4/12-43,e02e65d0a5cac6d08b90e1d1053d241acc7d1293d372489a18e444e521449701,EIIB_e250c8c1a32d1236
C4LKR4_CORK4/8-41,93d2791029946e0f65584b5734861645afc52808cc0de389596f4270f18c34db,EIIB_d81026afd75b0755
C4LKZ6_CORK4/30-63,08f2358d4ed7e04d30cfe8a24e73393dd6e6fb9809549b794c13df8d51da19c8,EIIB_037a01549db92eaf
C4LLU9_CORK4/253-285,e46e5f8fc427b5961eca6b1a347abc64328c577e64187a81dc8705df639a6057,EIIB_afddf4cc3254a967
C5BXJ7_BEUC1/5-38,8c7f35bf7501be7ea8794c0510d2ba178be8dd802fb054d4a1570a1f37ca084a,EIIB_9502ab143e26f0e9
C7QIN6_CATAD/5-38,29cf8a1f86562bcec2aece98b9c18f7c48b0a4b7232234b47c2b2d6ea2139a44,EIIB_27c97da00be2b738
C7R2X2_JONDD/10-43,fa47a4ecf498b6f89ea8b723ded55382f1ebd317c3e1f97051a16ca87332ef96,EIIB_ee13f1aad4328bc3
C8W836_LANP1/8-41,b5c434ac46abc8ad51dfb8f42c8bd50a635df1629971f2fe730229e92909ca8c,EIIB_9f975adf64521cf8
C8W8G8_LANP1/9-42,c623254824e57ed9cc343ef94b6089a3473972ee7146b85947c317d1562deec4,EIIB_0b593fe56fd2fe83
C8WAF0_LANP1/8-41,0dac877ef8af76bb23ce1e4ea10c80056b143fe5d9dbb737f0ecaef619637ccc,EIIB_17cc17696a282e39
C8XAD3_NAKMY/5-38,0eeaba95acdaa7a3f39151daa009d5353298a484df6ae5d73fd6c5a924f822df,EIIB_8a92975923a4fffc
C8XAD6_NAKMY/12-45,c6b01c7e162e10fdc28b72cb31488a7cf3e7adcff2635b5470b08befc7f1378a,EIIB_66c9d5d84f0d71d0
C8XK55_NAKMY/471-502,b671bf43bb377a4a6e5555386b622901a0c62c0b6bd308d094267ccc3d336dec,EIIB_b599535473533997
C8XK55_NAKMY/580-614,701c8e08cff83ab51a26f3718eded24e549bd3a870773f5d255509e81f063f9d,EIIB_03c51568b002b1e0
C9A501_ENTCA/465-496,d525c488711eddcc478bf21716b101a1191ceaf1d0dc0497c1b52631d8b38752,EIIB_6e193c08f3c64908
C9A5B4_ENTCA/8-41,2a1cba323fae720941d866b7d075678fd22083aace2feb0847a4cfe64fdd8647,EIIB_10b369f636cebb68
C9A5Z9_ENTCA/10-41,9f2fa26307b9c40267e15d2fc13945d9c15b87930e6278d6ba939eb6eeff827f,EIIB_4be12cfdc1ff078e
C9A6F0_ENTCA/9-41,d133c0f785066c1aa366069d0d5990fd64548ee284945499a46495cfb0f79f70,EIIB_47503eb135bbd616
C9A6G3_ENTCA/8-41,55d024e3fc61b042aafe7a2cc0de46528d3bdac39cf65daddaa5525017158caf,EIIB_ad02dbcb7f09174e
C9A6R9_ENTCA/8-39,1371dfeab7f53a136a12e584f794ff23d6f62f4f618b6b45f49810bf613cbed3,EIIB_79e6cf0cab9b6b6c
C9A724_ENTCA/9-42,be1afc36aa8fe786c13bdcfc08e720c429d9fd219d8765adeb0a0b5bf0ee73da,EIIB_95f9b4fb8c836043
C9A768_ENTCA/8-41,c27bc055bdea32cb9f1bd2455e2d312edfa508026e4e666da58244d6294cbe89,EIIB_84ead1f754396767
C9A8W3_ENTCA/9-42,318fbc7777f09ff56b1475d98e9ac39036e23cf9b08de2482736750fc2471a17,EIIB_5c1b7686307e8156
C9A9T3_ENTCA/13-46,4f203a5dd504fc2b0d13e4d58a1a2d1a1b21ba2576aa3ad12076d05835d94578,EIIB_5cf216b4e4fb5643
C9AA74_ENTCA/13-45,c56567553a90c8b0e95addcdb6d0d7de37975c9f73abe1f0c7b020f313658144,EIIB_9bc6137484fb7e2b
C9AA80_ENTCA/397-429,edc32e0854ba401afc9921c2067a45f41e1d2bfef007e01ef66b56d7863f8d0c,EIIB_d21a2dcf7ab7a996
C9AA88_ENTCA/409-442,2ab45ff9eaec9d000b61205fb2fec95398ef1bf02e569a3ec24fb1cda45163ad,EIIB_940c4d9daa00b99a
C9AB17_ENTCA/455-486,1a1a0dd4f69d272043d451965ef4e07c28b93e51b9526255fea3e5c0d782c4b4,EIIB_0121e314aa292b7e
C9LRQ6_SELS3/466-498,0c388239ebc375145d22e03fb21dc35d95778fea51548dc98a76ffb61cc57d7b,EIIB_b37719b416553217
D0L9W0_GORB4/7-40,7a00f5a01922645f4b3853e2b3a8876d47d93a9689e6b126b9430d035282d90c,EIIB_1afd0d51b313ddea
D0LVP8_HALO1/412-445,ab996f77138ba7361744cb6ed7a76345e0f6736e1d3b4b4a64cf1ae9ca0180c9,EIIB_1b30634a717f54f0
D0LVP8_HALO1/527-560,8bb17f471bf3146537d434e2e11c48448235a96ef1faa45610ee7f9ba3947195,EIIB_86b0fa7b84685580
D1AF14_THECD/5-38,6bcf4189c1a02c65f50eef692482d72bbe9d3db8d1dfc7e15f541e6f7fc50f54,EIIB_f4b6237e682576f4
D1AFF9_SEBTE/8-41,a3be2db50de1748a688e3666a83286be1db48211e205f19bf0bc3ac716b40a62,EIIB_153fd648e78347e1
D1AFQ5_SEBTE/420-453,be66f2335800da1efde6afb04109bf601567cd352db3b9b5f6e710b9a484385a,EIIB_6ba873c16e988ca6
D1AG40_SEBTE/8-41,6323f1d155c7cb9d684e06cb3c97ed480e55e893aa7b17b5321b6e1e53aeb6b8,EIIB_672dbcce645533f1
D1AGF4_SEBTE/8-40,f80225d6175ca78d41786cea9cfd307f24ea088a844d1080d5c0bad12357e1c9,EIIB_8db26373a66fd1b4
D1AGI5_SEBTE/477-508,28ef60c9ffe9598fe6166b4c3bb1e6d0da9a6441fb80fba95f520e669a0a0580,EIIB_f729cb2a01db218d
D1AIJ5_SEBTE/451-483,550a91f864d47dd610682dcfaa9273f2c28e85f5fafec984b9b75f3280d042c7,EIIB_a513c3eea1b9e642
D1AK75_SEBTE/386-417,e6a20c653a85400173d0249219f7f1ddfb41185fea095e6afa748ebe5a0c72e4,EIIB_f5a5b88d6285b170
D1ALC8_SEBTE/9-42,0cf5db69c04fc02b5c530be28a4b4c9c37071949b5c566cfd33da3d01f04f2b6,EIIB_6d7ab331060ea9af
D1ALE5_SEBTE/464-495,345aae415c36988c9672313e66a9ddabc758a7de34a705462f59a26c6dea79e4,EIIB_03d2d2b5fe7e9d1b
D1ALQ5_SEBTE/8-41,1909f0f40527360106750e7f7d6e006f25c6ad6c678055d59d20b0d500e8c7da,EIIB_b2879a665836f2df
D1AMX5_SEBTE/8-41,79b88eed8498a91bc07a5f509c79dfa800d719cf19d5d2aa5acf11ab42ac804f,EIIB_6de6efeea2c0a396
D1ANJ7_SEBTE/395-428,d74c502bc08ea9279ebdeccf8856facd2b8c7c12fb914730359c2f8c83c1e44c,EIIB_9d280200971f2ecc
D1ANW7_SEBTE/507-540,6f09530ec301825a6b06290e13831f32d9453e194180490c20bb6aff09bb43a7,EIIB_6415704eb80887d5
D1AP75_SEBTE/455-488,9aa87b9cba8cc108918270a7cf017f44560d42d4124336f1a4d9d48eb64fdd74,EIIB_5269924006cc079d
D1ARK5_SEBTE/8-41,64206a52d9cfb6d80abab48c3eb4d4d70711a9ac21244ddd369f04b26b569d83,EIIB_5d06b99c9ece9235
D1ARK8_SEBTE/454-485,55661ca2c762c47e5ffe7617967973a7acc47073a9ddb800a8c633784ce9a597,EIIB_4b3ebd7129ec871c
D1AVN8_STRM9/8-40,513ffedbeb6912174aaba3f73c105a238db18f1f2e9cc01b06b4c1629e5223a9,EIIB_ea30946ff507f663
D1AWS5_STRM9/465-496,1f9fb73cb987d2f1a25e728e512b3f6fbf8b92db1cb23e3304cfd2296f1259b7,EIIB_1aae34e1b6e13545
D1B6P8_THEAS/432-465,f3be4b0665ce1135fb8320b6774f3ee1b9bb12802a0da8c7add8648b3a6aa66d,EIIB_c35831266a62da07
D2BEQ7_STRRD/6-39,b15e2b561f5df3cee1210bac186fb3a41f1ea62fb751e3cff9149017fcca55c9,EIIB_f056915d2d7ecb4a
D2NPQ2_ROTMD/8-39,ea0486f55954caf263c0c5bf324f1630c7ce9f5b878c2a9f38d827f5337917d2,EIIB_cf4b682ec19d5dfc
D2NRJ2_ROTMD/35-68,ed9bc12299dd18bf7273d05d5bde437d9350e4d5099c58da1367cd92afe3ec49,EIIB_daf27496da547519
D3FPW6_ALKPO/8-39,86cde259bb7b91e336c0b1aabbb064dd05cdec6ef31bc6919e6b711c0d8b41b0,EIIB_d593723851847eaa
D3FRN3_ALKPO/9-42,735068bc153330cfc7eb7e026f75dbab6cea0129f9f668bfae35ea4ee19d6f51,EIIB_686753812ec2af58
D3FS80_ALKPO/384-417,34ee40bbd41490b9d8463f9c2efc8607c7cff27497d9823502bf93c779b6092e,EIIB_19d32239c97436fc
D3FUF2_ALKPO/9-42,56ac5df1d6484cbe55ef1d170053d3d4f9f4c94b190aae252da7e3cb44c514d4,EIIB_3fb0fd470cd1ffa6
D3FUH3_ALKPO/434-465,83ed01482bff4ae8baadecce25c1a447ca8e16cdffcf38922aa5bd4c15db3f2b,EIIB_ed924632e1a43b5c
D3FXA2_ALKPO/441-474,0a4a2f92d4a44b10a018bc865086c9afd5bea0f651f75c388671d074f53d0e11,EIIB_c7c86111d880e7d2
D3VAI4_XENNA/423-455,0649f0a43e146107b82609b033c1cc7a5677838ae089dedb2e76584b39d76cd7,EIIB_f235618db8330836
D3VEB4_XENNA/11-43,f64bf3423e38316ef9e2635997227577973088029fb75104986ab060c54adc9e,EIIB_53707706cc714cc8
D4GN13_PANAM/425-458,6226269096ba990ff6ec52b5d6d6027c4120360a4a510c6961b9aae7580a0c92,EIIB_89575a060e1e6330
D5E072_PRIM1/434-467,d86b29b7978a80c9a5c8965e4f4a67ab4f4bff7f48ebe9a247b83e8d4b4096c2,EIIB_4d98b3853887876d
D5E577_MYCCM/492-525,0502625c95f97e00b0951278d012a337530dc0f7f1a77ae5977c7689e2166540,EIIB_7cbc7b9aa3b7a629
D5E602_MYCCM/562-593,7e45c8a40e81bef12c8332b9f49324efe83903f46e389ea5e2362cd84809fe56,EIIB_1cff4c700cc698e6
D5UCE5_CELFN/5-38,cfb5b1b6c8d99baf7d2aa4b751a51c90be4bf69239f770de2a3455879cc0dadd,EIIB_39c9e1883403e212
D5UTS8_TSUPD/5-38,d85554f63bd4f9a971358dbc833a2d6d9aa745e8b20cf879b8b38b3ea2e06c1a,EIIB_b3e6e2db530430bc
D7B5N6_NOCDD/6-39,da4129a0f9d32850b27276f21059526f54838493d240679f2ad6edbd00a94d78,EIIB_1a9947fd7a68f2f9
D7BKI0_ARCHD/8-40,0bf1eacb5a0e57b2215f205a1968e89e4e54d5da1ee3851ea5b9e3443e7b864b,EIIB_d147bc4b2f8ea97b
D7BKU6_ARCHD/446-479,259ab47f4baacd788d3a820472cd8a6d763966a3fc7e9b6497b11f9cbc4d4d72,EIIB_3c3abdab07185c11
D7GHT4_PROFC/9-42,7c3cce0ed42a5d3b0e6aa97bff3626c0ca75774b962a91379cfbff3a5a22b57b,EIIB_ebfedafb66a77914
D9SS28_CLOC7/430-463,e39adcdbe6708efd7b97506027de192864aef118230b1ef517b9a141fbdf381e,EIIB_a03092ce7b37ea38
E0SEG7_DICD3/10-43,ebed4ab19bfc28c818d4396df9e09edd8bdac7112505266e8427069dac194b2c,EIIB_800f7b70c7e99883
E0SEW4_DICD3/416-449,d584999c8812f896a09864245c66a3f165c9658ea9484524ed9014a73a52f510,EIIB_4441e7d721526cfb
E0SGT1_DICD3/8-41,89895383b5095a07792ed2000d69a1e6710c72c80af463663ef45318158a6066,EIIB_824816d753871987
E0SI72_DICD3/8-41,453da65142ccc4a09a85d6cface4c635393e4a49842d49c6bf632e1aade34127,EIIB_93a08d372a14e556
E1QW14_OLSUV/461-493,67e3678b23ca186948fc0573ef78cef67db269dce2d792c2674556baf3b2c776,EIIB_ddd779e00bc6c67d
E1QYU2_OLSUV/10-43,1ff10b811568408dd9754c27624852be5aca4e37c292154b12f52d0e7920f04f,EIIB_2cf767ea56826e56
E1QYY8_OLSUV/9-42,84e63e9693b675fb7f8bcd360091ad04c8803127d0bde2b2eacc113959b14bb7,EIIB_402546527a99abc1
E1QZZ3_OLSUV/8-41,6a4afb7e134e118c9f2c402d349cf091d655b7a6eae59aed8015c73ea56585a6,EIIB_361dadb776e4d988
E1SU09_FERBD/400-432,eda1c3266a798792e9f2994aee26b4d7563372bfd94f5d21a5408af11294db96,EIIB_1cf8cca52ec6dffa
E3DLY2_HALPG/401-432,8c3c835b2d6bfdf429320c9e3d1a4be885fa1d363d1772c47aba13acb5495e20,EIIB_45f1b59c7a468081
E3DNC0_HALPG/426-459,5c138eb974d9990e133564c32386c5f351de09585f96ec706c1d05b40ca6a122,EIIB_a264395bcf65bc08
E3HBB2_ILYPC/433-464,aeb574bd66331bf791d06c597df4efa0b70c42f3900a4d43a00c15765ad4da9d,EIIB_21de0fd9d956af51
E3HCX7_ILYPC/8-41,890aba3f39568c662dd9d00eaa36ce2b5f6de8124104dcf6308ced44b782eaab,EIIB_706394c899314697
E4RNU9_HALHG/397-429,2950df057b823c81c79db465a482ceeb2e263a249aa3989006493bcb7ff47421,EIIB_fe5ad205429185ce
E6JZ93_PARDN/8-41,ff270d8cce4411ca89a817eb89e965719749cc31461edeae0d449a17aa64c83f,EIIB_fdc7432b3292cf36
E6TS62_EVAC2/438-470,2690c7d9ba6f5ee63972a19e3b8283e3eed5395421cbb3e5f5118eb32c3e241e,EIIB_fda7586b5a2cd242
E6U2K1_ETHHY/472-503,96a056a6f9d443e18b2b8cbf749fd1611e58f2a90de929ccd810fad5b89a24f9,EIIB_6d86a469c3fb039c
E6U329_ETHHY/8-40,f8f08965394370b19ed111d863a7929364aaac0b0d05758d491b0f5297278076,EIIB_eb6b526d9b6ae0f4
E7FVG3_ERYRH/405-438,12b2cf1247d475ea88099e72ea37d54f39be9383fe696c5e12cc6d5e9b48082e,EIIB_87ddddcaf1c02945
F0RK48_DEIPM/10-43,2c8caf35e0d542bc7fdaaebe1e893165ea457b5308afcd97a72b17201af63b0e,EIIB_ee3a3d9296fdb10a
F0RMV8_DEIPM/9-42,d215a81b8d10b58825d814b9361bbea2c693e4ac23c14ba43ae4a32128f9a723,EIIB_cb45bd60d08b1e88
F0RQ22_DEIPM/450-482,a23ee8a36870a99cc0513a7f145d4385a54c9d40f26b73de5df9ea1939f19651,EIIB_8f0f9f14023b2a26
F2I468_AERUA/413-446,fa8a8704e21f53a4a69a5fabfe0f9a85ba2f80ae1489f6ec381d451cce4ba42e,EIIB_12773debf86d74b1
F2I4T8_AERUA/454-487,6ac9b5a6077e324643c048fa68f4228c0e77ab4cd96cc9cfab275175d9da4502,EIIB_bc4c92cf3d5c387d
F2I8H8_AERUA/8-40,d59c744d524645e8102576652eef3a9d4625b40c8c33b6e712fbc159f31524f6,EIIB_d1e50eccebc54693
F2I8X7_AERUA/429-461,581f035d8654f15c1526d98f942bd0c20ff1dd5a62632fcabe0fe137186edd32,EIIB_dc6ab7fcc7187cf0
F2JGA8_CELLD/8-40,44a6c6609a2b90f54a38b40e52f49e4513b9ab11723b4eb752aabb97063837c1,EIIB_f127a6b276cf6e17
F2JGH4_CELLD/476-509,87d6cb3aee919f695d80d45a0ebfeed1576c897c15f7f01da3488c74caa0cffa,EIIB_ab0a598cd0b1f9f6
F2JJL6_CELLD/479-512,edae2953c5bafd1ca01623d6c9eb96390bbe8efd838fac5900f7294da84e10bd,EIIB_92a2d4df970ecbf1
F2JK87_CELLD/8-41,97ad029dc750177a41adbfc9f32a07d5c2a7a6d85b5c3f2e9040374caef3379c,EIIB_39c93dbd42f43eff
F2JRV8_CELLD/9-42,5dfe5240ccd320d8f80ac39192b7d64adddf067d11b86b3bab8aea5d41707a4e,EIIB_b68489d39a9589ae
F3Y8J2_MELPT/13-46,02f49d9bef53d057e2bbbfa8bb67f48b5c8823b2e785f05b7184cd0e13b41cb7,EIIB_a035d37e7dd77825
F3Y8U3_MELPT/11-42,7ff61a7fa44c7ebedfcf62b9c9a61c529dc54ac999bdba7905842e402b74d738,EIIB_29039ff627776691
F3YAM2_MELPT/417-450,faa8c3c1ce5a8555d82950c18252c456294da03dd1c5721b7b7d6279ae1aa7fa,EIIB_7df40eecd8f473d6
F3YBV8_MELPT/9-42,46acb8c613b7090588908a28becd8b8b6253c5f02d5083c4e69614ca8b7d91a9,EIIB_e5c8d7ae5eb46d98
F4EXI6_SELS3/188-220,1ca764523342d17875e652a41eaaa879df7c88874d06273862d87dd0a31e42a5,EIIB_2cffb0f94a83e9ba
F4H5U3_CELFA/10-43,8873f168ffc6084fc578bcfbb310855b5d5d1da86205947f4d24e8d4ef5f8a90,EIIB_df905c45a89865c7
