sequence_id,sequence_sha256,split_group_id
WP_037165528.1,a3294f0fbb0668e928908af3d289560a335707aff9c8363a9ba4c25804d3b8cd,APAZ_17ad81049aad5091
WP_037187103.1,ad3f57b18ce6533f4d558fcfb74a33cdd77cd588ec0a633b0aa594ac575429ab,APAZ_8557a0ad92c3e102
WP_037435767.1,e75a843bcc8c16afed173f82307ccf76e6223634685130dae2605dd19ff98242,APAZ_7f89782992e80c5d
WP_037716570.1,8d514c7d289aced9f1e01e34b1c5b2715d5e3c05e6028441dfbb8035700159b8,APAZ_781486d3a6d24c70
WP_038205789.1,1281d0a4008939704f8f6e3edd992aa623a63084ccbaff7aacba2214ce341038,APAZ_04e4dea12ffa4ddd
WP_038943875.1,62a3d7b13204e8e79cbe91f79875f6f5488fb718295009dab6538f30adba863c,APAZ_966f746533818fdd
WP_039858603.1,152a01726414e53910a0600d9e5ef50fa123954adaaefa71c66ea72b8ee38f16,APAZ_178d92bc0f54c4d9
WP_041534907.1,0f9b85e75ec5f072f770849ef89c9ad295d5b72e07c80f6e21af40c15edebd98,APAZ_2b3897e2c8253b25
WP_041864518.1,e1f3e25eea08d8112a4ecfd4b2f533614091674f845d65b54cd93fc888091e2e,APAZ_f6f42fbb10f8cf2f
WP_042087938.1,7337da50dbe8e0d6fca01b3f65ad59083496fe968791a4a3299fe9777eff7764,APAZ_a0e351d9cfc9ec77
WP_042419826.1,accb90a8e7946e0b94fad43fa5ca7cd81d08a0b0246be183475582c23c0ad89f,APAZ_7a80d929f0719edc
WP_042565353.1,bc2ce50cf0b5af147c1a5ffe54451b9ba2c7430aad4122021097603e50ba8238,APAZ_c53ba7c996cff69d
WP_042571950.1,bd318d7e5986d3698dfcaa8c6e4aeddc3ea58b88de4c1e5d2baa0ecd95c05f5e,APAZ_dda318c3945075d5
WP_042619122.1,2116516529da44d28b674b80fb1c704047b2119f407b51ecb89e675e2976c66c,APAZ_137e89401a80c93a
WP_044015994.1,e6456dfdc56d818ee3805f8179b0ed23e4a5b88081e9b454dd2dd2e9c5708448,APAZ_a2a3a56338d7ceb3
WP_044237100.1,14433a72f47fb86874fc53c93ab0f941de2e1448217deb5d2356affc20c49d04,APAZ_85c25129dbb78a60
WP_044272248.1,a5dc999b902f27fedce78368bfeebd48eb3372f7dca5e5f9436b93b6e67e6d85,APAZ_8bb37357eaa535bc
WP_044394680.1,0ca880879ff8bfe100ca31e51d571451038e16905a5990851609603ec05a2c97,APAZ_2adacb1880c646eb
WP_044447509.1,7dfac836e1139248e256366933bb51c9df23b2db2ac3c3fa37221fbfd3e77fec,APAZ_054cb7d3f2773ce6
WP_045057112.1,45b73895ed177834715bb0cb9f24be020b988d0e3d450a84b50dc699059f7bda,APAZ_a290a3897967e4d5
WP_045167303.1,669ed61646765b6547d6a80e89879f80bdc59348958176a4b8b8d1eb83e19eca,APAZ_266933585ef21763
WP_046408756.1,9e4cc43d3db244571f69f4b97fce0ce3b627113b6aed98444c2d819e98bdb13a,APAZ_f44b97f1d7768085
WP_046756489.1,f6aa48bbf8fbf0e0b4fdcc60171914b9c679ddcee205a40919dede2b52a3f7e2,APAZ_34c8ef862aca462a
WP_046846704.1,768de64e6f5f90501bfb1032fb7471240a7e7f55a71486e54b42feee0e1d444c,APAZ_ec8737d353f9cc2f
WP_047468669.1,d8b992061c680a3079acacca3ae7a386fcf58a13bac192783062739a787f49c5,APAZ_4744e3cb5aad7d1c
WP_047479138.1,0ddd7aff239f5099b9644a63b0b7ef5152fe455f83f94e47b131cb2e7f62d631,APAZ_e96679bfc0caa1fb
WP_047564307.1,a441ee5deb0f187c2796daf6c9fd0d03ccae0556472fbc2d49860c94d56814cc,APAZ_5dd13a1d7d852b17
WP_047618202.1,0aeda7d3449058e582e4ca468da17be9179898c28e351801865657460855b896,APAZ_cf73b8d69cbe21f1
WP_048076861.1,e9fcfca1a5209a11e423a66832f6728269d38f7f0bbdfe250f3adcc895659ed9,APAZ_9a638866f5b6845a
WP_048090856.1,2ba07a2c174a8895edc48773968a83a5eb5a2438532078c911f50968fb0f2c94,APAZ_0a98333ab44ce5c6
WP_048500689.1,73c36100aed6ca22e1825e53565266aff722b62e3a41ae2a4ba4401981b3c913,APAZ_ff65583648fc11cd
WP_048755578.1,385106078183ec1ebefa003bf73648f5572e668be9ee63fcf4caaab2448e7193,APAZ_0e6fd86eca18ed02
WP_049284968.1,33a795d0b0249d3fdb7af65dc09b3fbb42b112efe8d6bd0fa9bd1472012e878e,APAZ_2aaf2a22d309dd05
WP_049803085.1,d23abf8875c7786613056344491743353af70c92a4834fccc4b3360c6546c96d,APAZ_92aa82d329e392be
WP_049858702.1,d471dbb6357d18055febea0a91802f79a63cba1cc26ba7be3bcdb27c13483bba,APAZ_3b0643d8a61c9087
WP_049897037.1,aa2133ba2b07a0d5ee2ebf853761ea7332035d0959bcc173508e10520b6e6c48,APAZ_ab74c890ae3c0f94
WP_049906781.1,f8f5731649b2f569a12911e056c1c5bf40776d2048deeedd5d6909e86e8123f5,APAZ_eb5809f8eb30be42
WP_050038598.1,e68724fe79e3ca38fdfe622247554da5b5828f765cf15924a914352cb272a1c0,APAZ_378de102724bccc8
WP_050399989.1,4b5615f82b9d1fc6d47d46c4443ddb6b613d1c0f968a4c6e00842cde0c7fd157,APAZ_79a97cf57af6eb56
WP_050516847.1,a8dbd4e760f164921b8123ca943215fae7183151763432a9a270433e9b83f2a8,APAZ_8fd5ab03eabe816f
WP_050591131.1,7ad7a23aff92e3acc65fa02945e3758ad9efb200fc4c9e39eaa0a9ce80d058af,APAZ_96298c21a7d5aea2
WP_050631536.1,b14188e5111b30921e8ed25ca04c04d06ddae0f6ec854cd92ffa257d8e79fbf5,APAZ_152263891ba8f4a9
WP_050631537.1,b0f414a9fb4dc5ea3ac1af879e790d460f565748744205249281f2dda4da248b,APAZ_d06b530124b44919
WP_050771919.1,2b3cafa88ac9d443353de8c8a7763a8790d969ca911e71f31bc71b5f8bc64fec,APAZ_41bc6be73b47f528
WP_050783877.1,f2c1c8212fc7c48019af712060062bba28c76a0c3a837f44c27f14c871556077,APAZ_d29320a4a6f7b09d
WP_051044811.1,3cebaacde3f39e3298f7ce506af9daba8094eb0a29baa25c5dfa3f8060922b66,APAZ_c508abadcc78690e
WP_051294653.1,2833ecd845ad566f86581eabd2083ae6c95e235249232c3b47b3160cd88c8bcd,APAZ_3158e75527f10004
WP_051443965.1,9c010709f4f6c047e7d8915c3602f4c330e67d571cafcea773724ba9fd448e96,APAZ_8f20a61fe79e09a0
WP_051600234.1,02e05e0db82bd891285dfd2fb98e1238ee9f1d89abbee593a3cd327bb05b226f,APAZ_8f32ce46746d765c
WP_051602527.1,e7e1930f39caf299e35e975fb1cda8e70266837d1e19c5e590f5baf4ed56e3ce,APAZ_38015109c49c70a1
WP_051634474.1,6cfff70e48570316bcb8aa2791c6124163eb3d8e35f3d1e070e3e0538626f107,APAZ_06725f7e86bf2d1e
WP_051677674.1,daeb328bdb1fbcc221f8ee7fe1e9f13bff95e023fe9f05cbc958db0b1c051710,APAZ_d0895981d6287073
WP_051821414.1,bb55d6c75afbc34e39cb6877721969ec293e9757f6749f99eb4c9da32a00d4a5,APAZ_aa0c31395e674b80
WP_051880056.1,fd1969680241b2878cfa0c2f9fce5e6958223a0ecd93b5a2c19bcd7e14db77e3,APAZ_9da9af5577491ef3
WP_051882337.1,11b5a70d86554f99baac0732389e04e95265599216ab9fefdcbb71ba94be58d5,APAZ_6474814cf3278343
WP_052027161.1,e3166e9b7b778683024e47ef16c3c0a3fa7ff12c49629d89f82ab019701f6317,APAZ_2eaedbeab6d0a130
WP_052114702.1,494faf74ab31544b6ca05ccaf62a52ceab1fefab27173202d6c9d177971e9b93,APAZ_55fee246fe9d9bc4
WP_052117900.1,2ba338b64a828258e9ceba547c04ac9fa80387a9f9cd0e8aca82c101359e2c2f,APAZ_a88186d8faf8db9d
WP_052192192.1,94001d7d8ff1d182a43b6a37fd712124a37b23a034cc56de328fff6703890f54,APAZ_07733cf03fc7d206
WP_052259141.1,0e8d174dd5a49cabf32cac3f0df3d373c2f91a7610b81a4c0f378b871fea9bd7,APAZ_8e436a15f85c12c9
WP_052303232.1,6170b06dbe8312794414ccee5f7db8cce206f7fc637c3dbaf9cfe67e2310716f,APAZ_ee09003dc7d6daa2
WP_052494227.1,33b85a2db5681d872f83185959767137a8be167e732aa9edc84b4df3cde8387b,APAZ_2add6869e24d570a
WP_052530012.1,b0e5c6ed7b0c414ed490eb615bfa0ff10357b02d3e4af5bad724bf3c485dfc5a,APAZ_2bd2c116762822ad
WP_052564896.1,843fb93c2deec6bb044feb20caa84784130785d066487f0ac5742b07cffc57a7,APAZ_459d39e5409cf9e7
WP_052744930.1,b113c06e4d680a5989e0fa27330feca88816cfb79ec3522b5479f1d9c806f6ec,APAZ_1d1a928b0072228b
WP_053058140.1,ddfab90d5d149fab68c4ed4b816df81ca9528e9471c79be863e7074ba43ab0a9,APAZ_bc98c6b3739b61f5
WP_053326746.1,613b7e96f9517bcecd9d2c0e19648d823506601d608e03e3f0c68a9916cf5702,APAZ_1b618472bc4e5354
WP_053381025.1,a94fd3d09b650078a09cbaa3d46199091a9e486d60dcc0718ba359da2c172d37,APAZ_6674a72859b40e15
WP_053571900.1,00471f77788eb99a9142afbb2802058c0b50994881a0af248eb6e857b898bc59,APAZ_7f578c996dc5ff9c
WP_054211403.1,d0ca6a093189a9332350882d1b1ba53fce98eb272236e2d0e16beb9b1c1bf8a9,APAZ_837302c55703fe12
WP_054765274.1,41242714c8365ec9cba4106051feaa1302cfcc20c3e3921413e7b35f5f5f8c3c,APAZ_b76d0e9c8f54eee2
WP_055143318.1,286cfc996ab1669ed555bbbfec770ed29f6c17fa1d1c77f61d68699a6daada53,APAZ_f1ee664c91689220
