split_group_id,n_members,members,member_clades,resolved_clades,contains_unresolved,quarantine_anchors,requires_manual_review,group_label,group_status,partition_eligible
MIDPIWI_21bdf193c9a592b8,1,WP_081599527.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_22ba286982b58c7e,1,WP_024981710.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_22cb207c44e5311b,1,WP_009361466.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_236a69bf56e16656,1,WP_056176878.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_239d87cdd6da15a4,1,WP_026299638.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_23bf69bf2cf72af4,1,WP_089764886.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_23e5826883a76c93,1,WP_098195163.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_24383a583ff09086,1,WP_052886194.1,UNRESOLVED,,True,,False,UNRESOLVED_ONLY,REVIEW,False
MIDPIWI_24bb39a29ed4f6f7,2,WP_010123963.1 WP_054435361.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_24e98f4553ab28f8,1,WP_068240872.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_2508a2a8ec23ac08,1,WP_096354083.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_25da8c473f572c14,1,WP_016736428.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_260053ecd23c0205,1,WP_066978564.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_26196ebc9abe5fb4,1,WP_013451524.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_26821bf7d1e39c97,1,WP_052744931.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_269deb3a6a786d0b,1,WP_046408758.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_2725ac9d9f40adf5,1,WP_034345674.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_2727cf1da339e828,1,WP_072017558.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_277c199b142a14f6,1,WP_073904485.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_2791302368f9f9f1,2,WP_075666638.1 WP_077198807.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_27ae6c620e88c24d,1,WP_051168181.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_27d3bd8315f6e87d,1,WP_092048391.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_2851b93add3c6980,1,WP_031194042.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_291e2216100525a6,1,WP_087252836.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_292bcb0db4e41a90,1,WP_015118671.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_2945461977df4a92,1,WP_030539671.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_29d0a95b82d90694,1,WP_026609465.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_29d5731e6721bdfd,9,WP_014195559.1 WP_020279644.1 WP_023817613.1 WP_042383163.1 WP_049625402.1 WP_062755455.1 WP_064221217.1 WP_090949002.1 WP_094238542.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_2a15f6fcafa7a2a4,1,WP_012912354.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_2aacf649f35a90ed,3,WP_013500616.1 WP_071036708.1 WP_071069330.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_2b340e04015c4ec3,5,WP_008615787.1 WP_025665356.1 WP_047547418.1 WP_074724477.1 WP_101018292.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_2b3ed6ba3e8dea62,4,WP_026824436.1 WP_034806158.1 WP_049759955.1 WP_083600058.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_2c56cac13743b717,2,WP_065720110.1 WP_076783222.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_2d7c75fbb87b3cde,1,WP_093281619.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_2d90821c614b1e3d,2,WP_011910606.1 WP_023920034.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_2db836dfd5699b91,1,WP_047388363.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_2dd4df0a67384ace,1,WP_068185907.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_2e1acd92587c2486,1,WP_068847674.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_2e1df91f4b22cfd4,1,WP_015807620.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_2e3df5d386bd7c65,1,WP_092395190.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_2f19d8db01921c82,1,WP_081892299.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_2f2f1155e2d495d9,1,WP_053571899.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_2f7f9a8e822f7b98,2,WP_004290502.1 WP_009126228.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3007c553b9c09fa1,1,WP_044400168.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_30930db8d39168f8,1,WP_090270686.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_309844c80b1c514a,1,WP_029585865.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3109dc82eacb9193,1,WP_068133589.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_31d2abbd12054d81,1,WP_055429304.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_32357a652fb75c4e,1,WP_025200270.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3384b485854baf18,1,WP_026461319.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_33915330593e0fa4,1,WP_092177586.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_3429df8e2d482f61,1,WP_064790850.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3451ca24e001f6b1,1,WP_047468664.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3457a9cd45456ff0,1,WP_074343050.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3495114eb58db8c4,1,WP_067969883.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_34a0ae60c7e49d2b,1,WP_040843044.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3551ab13d87bd357,1,WP_037165530.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_35652e3dd11e7aa9,2,WP_055133795.1 WP_059333817.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_3591f2e29f3689c4,1,WP_067673144.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3622c89b4fefa11a,1,WP_056466663.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_368ea5f2ee22f6c4,1,WP_030101561.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_36ae0530be158186,1,WP_090997755.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_377c06580350c213,1,WP_068768973.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_377fbf586bee95ce,1,WP_100241429.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_3780b55c2578dd84,2,WP_065656394.1 WP_080826257.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_37f2361f902ab979,1,WP_089320882.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_382bde9b47781dc0,2,WP_037994439.1 WP_049720106.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_385d4abf8c712e85,2,WP_081295151.1 WP_097613865.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_393058759cae04b2,1,WP_062548533.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_397718921ba14cd9,1,WP_085933357.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_399d13ca96076894,3,WP_011923976.1 WP_015664540.1 WP_028343463.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_39a76af711cf6b7f,1,WP_042343949.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_3a044bd78201d5b3,1,WP_065061705.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_3a2475046377ecdf,1,WP_093307953.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3a2cd1213673b02c,1,WP_061532998.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3a62f90e8b445af4,1,WP_088892392.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3abadc0b00ab0fd6,1,WP_028363061.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3b6a64f8a6aae61e,1,WP_059000177.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3bc699c26fdd0502,1,WP_009610106.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_3bd4611c2d1603c1,1,WP_090164194.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_3c1219e67c374112,1,WP_089708808.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_3d03fef40b37cb4f,1,WP_019493534.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_3d319c8ae905a728,1,WP_082382784.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3d59ba62450579d1,1,WP_099325248.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_3d6ddeca66ddb414,1,WP_008691735.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_3d7828e6fc8b6e2b,1,WP_045054463.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_3d7f1c3efc957b0b,1,WP_091963793.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3dc4aa7ffe73ac30,1,WP_071678161.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_3df5aab46a0d0eca,2,WP_014022287.1 WP_084097100.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_3e63621321edf306,3,WP_038936587.1 WP_050399988.1 WP_091963850.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3e8f50c0ba6930f1,1,WP_100626894.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_3e9a3be24c67b90a,1,WP_089769894.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3eec40cd3a554857,1,WP_015717132.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_3f1e4badf5b64be0,2,WP_006019180.1 WP_074121856.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3fb2ae0db8b4dd52,1,WP_017346485.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3fb6a6bb9478347d,1,WP_052755409.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_3fe7e0c0298f1bd4,1,WP_014678514.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_4038934d886e4fbb,1,WP_008391586.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_40cf45257e222bb7,1,WP_038066338.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_40d15f324fe3c370,1,WP_084462763.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_40ea91037396be6b,1,WP_034385873.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_41b77454d0cc0f0f,1,WP_028849835.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_41fa0cd299c8c4b9,1,WP_079605749.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_420ca9a6d3eb9d69,1,WP_066752989.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_422a84dc653febc3,1,WP_014514637.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
