sequence_id,sequence_sha256,split_group_id
A7I4J7_METB6/49-211,8f293970738c9d3984bfe4b08c9c5a14a1f5151ac013c23b67052a01b855cf30,HISG_ec256404585523bb
A7TGA4_VANPO/58-218,9169e99f0a4741da6638c747b59815c0bae323188a6f09c0cf26b804b4c9d40b,HISG_b1f4be2591aebddb
A8ERM3_ALIB4/47-199,333689f92874f9a9fbd09a33c668c24ff2b3b49aea01cfacdffa163ef164721c,HISG_f9953c66a3663ff4
A8IBU0_AZOC5/55-230,f6193e0cf9929736d4e70273ef2aefcb744403be5876423910e5698d965c00e6,HISG_b675fb69f4128433
A8M907_CALMQ/47-203,43415a09f49142fefce14457682db8e0f48795677226ba77b615e1f897db1398,HISG_15d7171fbbacaaa1
A8NRN1_COPC7/58-224,cd3296f19a40e928b6eccc0dfe078632d7fb08c846524c08d8510df8e747f2ff,HISG_5cff33080fe22f8c
A8PXL8_MALGO/61-234,a9008d7b63605f02ba8646ba485d7c372c6af33d570f6d421eca418c4b627210,HISG_ad419e086a9e967a
A9RE17_PHYPA/135-312,47dd4914e8ff35079c3a5b27302947e3baf313c511cd8013d9a809921f933056,HISG_e382695c7d5e3417
A9WK40_CHLAA/52-223,067db80c8944e49c0448fbaa5f566e35bd02ac2cd8daa101a9583d423f8123e9,HISG_fe2e6c073acd0ddb
B0CV00_LACBS/75-241,23e9ba406e92cc2a135a5e4d0903eba4770eec0718078f126e737f37eb389910,HISG_78f83d94c50d88ab
B0TDN4_HELMI/54-210,b14bb5782ccdd2b61802c77bb0bec21117c0ac066f8aff8c2f39ef58b3420074,HISG_eaf91f819faec8fe
B1ZX85_OPITP/46-207,1696404bf42a1b948fd9ebf49dc691188db52a7b2654d5575e1528076cfc9fee,HISG_e3c749dd0b478cb3
B2A6X7_NATTJ/56-209,1b5f703005280b0c08f9efa110767c328417c4123852cf1961402c11debdc059,HISG_8f754051c9b0e520
B2HFX4_MYCMM/51-207,6059f8251e1104593b25accbe4964e6f43a5de860dbb0482040529bc4d6ae071,HISG_102e6bdf9775d0f2
B2ICW8_BEII9/58-233,32cf6a32089b9131e4eb9757711c07173fab3750452e8f0c490891fc8834afa5,HISG_07dbe33b5a123885
B2KCM3_ELUMP/55-216,e6524df2850c0c201bddf7f87c39ecf07fd2d9310242811c6f91f778018e9fb7,HISG_3a6f5dd0b37e56e8
B2UR48_AKKM8/51-212,2e66e35edb7a3469204f9305f2a13935e9f5e0ddc0da75647bf573b5ba902ca1,HISG_784e43c9b0c775a6
B3PBM8_CELJU/65-217,3401ac5dd3d141aac0b0d3b91c114960900a6e69f605bced3738ab118e9f5df2,HISG_0e6dfb4efb373cc3
B4RDP9_PHEZH/54-226,976d8c398a70b6012972dc648afa64a77c2257fb48b6fb44ace91424f089ee82,HISG_230f6889a2ec7488
B6K7N1_SCHJY/58-231,271a6e44eb6f243dfdab1174261c0e72bc198d2c36a54cffd8ce97c082d5a00b,HISG_1f527dd7d135c876
B7FST0_PHATC/59-216,8153d34c59b56ce99c67f561e53a981ee72b48feccd07d07f8f89123ff525307,HISG_ba39a2a24665fb18
B8C4E1_THAPS/56-213,b7e0322a33fd3d50d06432eaea38cd7b276d4470546b75ccfc4530741599226b,HISG_f5a63b36d74a5414
B8ER28_METSB/55-230,e022580fcbc029c5e381b9f4741b530ab6810a765ec934efc19d7b91db67faa8,HISG_078c35b20b755c50
B8GJY1_METPE/58-213,e235c8bf27c00f75a35dba3f74d7cad1f512defcf75e9414d6f15596077c4350,HISG_202ff8a71eccd4e6
B9N0B8_POPTR/124-301,b714bbc1305149fee2b1787def2ca689487a02787f5106bb3ae2cb8d482baea9,HISG_23d0d40e90922778
C0QR65_PERMH/57-211,fa50572fd18fbe32d485a30370e1db385a925701f8585e2bccc332f596838ba9,HISG_04b951bf07e4c426
C0Z6P9_BREBN/59-207,51ef6ade806580ef018cdac7cdf1d25d99633a7d57de418d8b3db0283a9d8c4b,HISG_dfc3803788e895b7
C1DAJ7_LARHH/51-204,52a30999c441e7f747f7fb941a453e59f02ca96db67f45912cab912031e5fad4,HISG_ec7254edf9eb7b92
C1E526_MICCC/126-289,a359a93861f2ab126920708411fa63c1a2502a9467db849a006182dbb34b20dd,HISG_a3b1f8d145df9253
C1FAE3_ACIC5/51-212,8413b993e1cc79956dc9ebfff1f769816c449b404f0f1c93653cd20553a33e2f,HISG_d03a2a2ab3f92e45
C1FD92_MICCC/117-292,4b35ab943e4111c26780ccc4f071f264bfc115502c244c38c26390aa38b557c5,HISG_e0fcf5eec3bbc44e
C4QXU6_KOMPG/58-218,6a1e00327ae4e963ad8b14e208feb0183fe2b46cd6258a5cb443ee148429159f,HISG_a289b282a0374df6
C4Y1R3_CLAL4/9-169,abdb80a6362bfcca14831e968d25c24f42d86dc2cfcfe216a817a6019e4b37ab,HISG_f24c034a04d9185e
C5FYG9_ARTOC/67-238,687fff66b655f4ed154229518450c5a01a2d5a8348055688b2a31ae81b2943ea,HISG_2fd2660d47895b7b
C5ZZ27_9HELI/47-196,d507cebd6fdeda7d10086ff9ef91544e94332c7c54aca0a630a81c86b0a11ad3,HISG_7c3b171daf8e7fe6
C6BUP6_MARSD/51-213,6d072070ce4e099406509453f280ca46acc1a3dc84fdd2de1ac0ccb32947771d,HISG_87236c8a47f005f7
C6W531_DYAFD/53-208,7412af30c4c3544920f5a4907b0e55a41ef962a89cf7ae2e48a7604fcac12f0f,HISG_40c42cc244ae2949
C6WII3_ACTMD/51-208,97eae8629d645531b357f4f302b9cf713227bc7dd0a318c744df0eb6dea51bce,HISG_184c4ecfe533ca33
C6XQP5_HIRBI/54-230,63e1bcaaa8097badf290739e9b5b3971951e9d89c117e4cf349feba85e11ed25,HISG_9e1cea789da6c6fd
C6Y3G1_PEDHD/51-204,e814e2a9949f7f88c4a748cba87d7aacb26b325d7525375b60328cc8c9131873,HISG_93322b4fd4b9cc26
C7LWV2_DESBD/53-215,5fb351dddb025293600c685fb85d2c792312bf24efb9d4f2e24570d908096d3a,HISG_27f9665c7187fd04
C7M0T9_ACIFD/50-208,edc5cbbfb1e3da8cb2db625a5e395d519ab2d43eb1db6f8f97009fc3ec2608ed,HISG_c1bedd49faeb0ebc
C7MCX8_BRAFD/49-206,66488c6dbffa4c316a23284a465f40728dc76db52a7939ed6cdad9fe17969ad7,HISG_77cd28bb0ab8efbf
C7MWX1_SACVD/55-208,ac53d695c2dac4015bd32850fbf8c0bc8dbd7121d80355e938fae5e0f46319ac,HISG_cf9161beb5cc5e33
C7N6L4_SLAHD/376-531,5e48a16b314664f6d0b373ac64d21ac7eebb7ff6289b7e89a6ab63e3b4bdc880,HISG_be4506f68ff8d859
C7NZX5_HALMD/49-199,de05b1ac9e05255fc614529fdb0883dac11a638f18dfc0cd51a9f01c9d3fde23,HISG_4d922a7197929894
C7Q4Q2_CATAD/49-208,b81b9a8c2354060076c74be977737400ac0ac268510df2b981888d91a1f3a956,HISG_a988192961bf71bd
C7R4A8_JONDD/49-203,6f6e53535b598d523485dea6f2654e684fba5b2b71e7221e9c04e0eead326e76,HISG_6f93a6867cd1f850
C8V7A0_EMENI/58-227,45430c26b8939bd2738eec852ac40d9987f62a4a8349acfaa2c294212b2f467b,HISG_ada1745b697ec863
C8WUX5_ALIAD/53-203,9672e7b0d835a0a948d8c8d0a6e7d244077492a1f01907f79d98cfa65797365d,HISG_b1f193de03c3c2c8
C8X532_DESRD/53-215,b452429f1fa090d928bc93cef6c59b6e73f34a65fd71a3416fcda5c1d7e9e1af,HISG_5608a54a21a8fc25
C8XAR3_NAKMY/49-202,5791130b59b47b07aa551012593659bccb17715a3c15dcf771a8354b72912543,HISG_2a776f7264ed1d9f
C9A5D8_ENTCA/365-517,cb9496a92cdae08d923a7b3a5447d001522b3f6383bcf1a45cd0891ffe8ae191,HISG_d0e76ac1ad4c5d8b
C9LTV2_SELS3/58-213,a6e7f7b88deb94292ba7b0e6fd768b665804a38d2f6f2fb932fff48bc0ffca4b,HISG_8d5608406aefdb7e
C9RA12_AMMDK/50-211,9415af6c10d6ff9ce88fc035242e9beb875b6a72dea4cacb61b8ebb01654453c,HISG_e95cbc5117532844
C9SJI6_VERA1/65-261,693d7342fb0a41e59ea4ac600cdaa194c313a3d422bb9b82b340059d82aa4998,HISG_0e3b936db6fbe7ae
D0KYU2_HALNC/55-207,82cac552f968dd959dbec56f2fcbcb49ca40061230746b7a202abdec3a16bf71,HISG_a121b6728b5be5a8
D0LZH8_HALO1/61-215,9d92e1b971118c7728f399968af932d952cceac577d3596f6a3dc2bec6d2f720,HISG_04787a1106cdb4b3
D1A813_THECD/50-212,a85343a49adef944331ccec3694cf52735e75594cdc72bd020f0e9ff2fd1b74b,HISG_5fe244263f006819
D1AKB2_SEBTE/51-203,12b44cc6a2d08907e360075abf9232733356662d9caab0b09088c0787d85632a,HISG_5fef67ce5371bcaf
D1B863_THEAS/48-204,985cb998ed32a651e5f8a05e715c4d91268d02cf716c8597127d898b14bfc9c2,HISG_1a49a775983a0058
D1C4E2_SPHTD/54-222,7662f8cda759f4c5318ca95e1486f0177845611934ecee2dc92c0f029d136c9f,HISG_d13ee68e2f249cf4
D1CF69_THET1/56-213,df340758ceaf7f010cf817f387c7b1aaf7d78f931971c725346ee456dce67722,HISG_ef31a26a7ee2e276
D2AV61_STRRD/49-202,fd9e29600a5b77f275a703a22ada27433ecb1ab115126f29d61be7baca89fd5f,HISG_5c65d495110fdbcf
D2BHT1_DEHMV/296-464,73283963090985f734d51613f1340bdece157e3dcb9ad8b0abd00535283b8e49,HISG_1a1d15084ecfc788
D2BHT1_DEHMV/53-216,cb191fc42e4c6d8af4e05feaa321fd6a3e6f27b864c78df7d93ad558f83f2537,HISG_5f35166291d14752
D2PMB8_KRIFD/49-202,046190031ea34eb4e2d0c6e6f16071c7947bfedcd93c77c0ef96c29956d3510a,HISG_8f2e9d42ec26568f
D2R812_PIRSD/51-204,07d2f258d136e0f1f335178a5404f0f5f2f461cf8e11ce789f1819cc40f09930,HISG_8e48cb587d47be4b
D2RDA8_ARCPA/48-201,11b4912f18de8a27109736f4281506c061e09040997023db95ecb39c48a90d44,HISG_67ff8617456e1230
D2RJP9_ACIFV/53-208,e23ef6be4a8ee672250bce077a71120942cee1cf35597dc2e07d1437caaab5c4,HISG_a4d746967c09c4bc
D2S9B5_GEOOG/49-209,593dd0d10bee4f0fb0ff7b3c96393fc74b005bb0a5b58a3f0258e8d71be1c6c1,HISG_572b13275d0e43ed
D2UA33_XANAP/60-225,12ba6d9fa4223aed930ff751b66caea72f9b68edb12891f894ae5f813eaa8e45,HISG_1cb431a3bf19d2f4
D3DKB1_HYDTT/49-201,736d5bed8fba6a9673cf1c071323bdf6bdd6619659d4e674a134088f4dee965d,HISG_ea3c0734a1ac04b2
D3F090_CONWI/53-211,6c14b1e94e91bea3ae72301aad227e8c69d75bd1d6005485e544b2af7a184479,HISG_cf3b42868a36e19e
D3PAJ2_DEFDS/56-207,38f9bcfda03fdc429080716797e304363aad247bb17d88809066d2a67851f54c,HISG_e381a71b8e5a58cf
D3Q6A5_STANL/49-202,4e32746b30382ad33493bfe47152afadcb572283c7668c4728bc69c24f8a79fb,HISG_ba9fe4b01f602a42
D3RWI7_FERPA/48-201,e690dd2b2231e4968b7e4bd329625505a44b7497b9e83c7b119749b42ee51928,HISG_c9281561c50d1858
D3SPJ6_THEAH/48-198,ab58246e359380b06c77ce0bd377353ee73b04fc3486d905c82e1fa020e7fcd7,HISG_fa7c82ceeb6be41b
D3SV22_NATMM/49-202,46a97e18d16539053319cdb72fb158313f4eddefc43708505ae748cc4560d71a,HISG_af75c8d926740e15
D3UI33_HELM1/47-200,2f158ce396a22fe77d5be79a3a689737c8ce41e86f941544e16a346eaf1e2ccc,HISG_96e509d3ec452b7f
D4H336_DENA2/56-208,d5d616353e6425b1910495b213af9e8c65496f8a853eaffc2448bd05af24b31e,HISG_db45573e73b4cbc2
D4YXN2_SPHIU/56-208,998366b4253e1b328ad50922e2aa31c445561a43f01055c9aeb300f664671b06,HISG_6736b38543afee52
D5BQX2_PUNMI/57-219,82ff567ca0c67cd87b901569bb510b11527bdafc0c0530ae2238302caf902917,HISG_99abf6cce30b9cba
D5BVB7_NITHN/54-202,7cd37f0bce42c640f677985b5537d6738423e75e872104e59fd1fb8775e95676,HISG_4ff717f6bd8e67f5
D5E7J5_METMS/50-204,0be4fd4a16a2a036c9af415ec32d38b1489481bb1ece090405b244862c56ccf3,HISG_30367db558b61c26
D5EE35_AMICL/49-206,2260fa2bf696797634cb21b8fb0b6aee8b6cfdf1bd1d14de983a7e6824571b7f,HISG_e465afbff5d2dbf0
D5ELP2_CORAD/53-214,c7c5b2acf1b6f68961c722a955df6c86a6ca85b9ccdb9ca6e36810e624318779,HISG_2c3573f0051f070a
D5EWZ7_XYLR2/59-214,dfc1bdd72da658cc4baa6aac9def50db9be0cd86519630ad7b936ea60f3016e4,HISG_f9ddb4bbf297869c
D5GKQ7_TUBMM/58-219,4dc20ba78cdaed0e826eed74d6f4cfed16a8ca07629203a654d198a02da9b9d6,HISG_9927ee29fe625e52
D5UEV0_CELFN/49-203,370454e60287420b9f8c80400ac0486ed95b9a77c26be2f2134ac549bb081478,HISG_1b25e7e4f7a5be62
D5UPK5_TSUPD/49-202,3f62aa5d13bcad346242e18869f3e8222dc676ca1f58a509148c02f426c71ba9,HISG_d12f6a29b0426e3f
D5XD54_THEPJ/54-210,195cf725bdcdf81604057ca9b2034c38a36a0e0c0517743c36342f2e95d19111,HISG_9d31e0533b19c41a
D6Y1R9_THEBD/49-202,caf2691b7e64bed408c1eb12d37a79a696da2a8cfbe7ac9e3da74f270aae3d20,HISG_b8b5cf63315d945e
D6Z3C5_DESAT/50-212,4dbf5bc0f0a5d12947a94dcd78f9662cf3827af49c5433de3e22e5f04b95eeeb,HISG_910ae5537b2ba4ef
D6Z8P7_SEGRD/49-205,fdeb27dbe0969cd7a7460deb9ba8e2f0c33657cfa1b128929ff87b4a9a48f77b,HISG_4772f1f118868c19
D6ZHA9_MOBCV/49-203,6be69f8f4d88d439e23d8f590b90e2088e46a8aacefd1ff8b52ef8e8b5098f6f,HISG_7e3e27d31ff6c135
D7BG97_ALLS1/55-204,1c9639bef7c7fc49d8c2b9bc6aab0f60c3c9e17b8ef27763f21130bc3a3e876b,HISG_01d38b78f00ed1e9
D7BV67_STRBB/49-203,0728f9d1018475d6720818c4438e55bdaa37dffafe1355463edd06227ea26aba,HISG_cb2ff3927d6cf209
D7CL10_SYNLT/55-209,5cbf0fc64192912d9429eee2f33ef45db71b70d1575199f9359a38c0ba89f3bf,HISG_95b7a2572bfc3bf7
D7CV13_TRURR/55-204,6804edcc6573468ee67b1d5627475b0a5b5a39d3a7cff73bcfe486344410a095,HISG_1b6152accac7050f
D7DTU8_METV3/49-209,b0cc23639f294efd2ca9163b4713a5b9952b3ced5791f1423f1dab979d264e31,HISG_73dc71ea5c342ad5
D7EAP6_METEZ/50-204,e8348d03cde90abcbc0720233b93e002cd8f80f931f491cc14992604570f76a3,HISG_ba052c0b48a7963e
D7GEE9_PROFC/54-208,a0ffde899ad84daa8c53fe6416ad9e667962b773f4042fdf90a8a8cade218fba,HISG_9a67a46be0555126
D8LII4_ECTSI/63-221,1c0411a306010aecebf6ded8b3021cb735a8e678c47138347cb4c654cc8ba71b,HISG_1f8787c398f24909
D8PBY3_9BACT/65-219,0260adca835826f5425e3d9729bed6cfb70fe81ddf2c3d7788324b418892d416,HISG_a47d8837845a1f72
D8STQ4_SELML/84-261,4fd091a9a55b7e629719e66d0a34b74f6844fc7ade2de337b77b30a54184179e,HISG_ff4bd9eeb059642c
D9QAE4_CORP2/49-201,c569307f3725ead2f78d3038187837040099f7203c3088bac47c80169e0936e4,HISG_2d59bfb1b99f5f6a
D9QNS3_BRESC/55-214,9f52b4fed6fa7011bd43821d031f5a76fc5a9d540e463729bb78a7348a721b8c,HISG_38264aceb97ac6d2
D9QR29_ACEAZ/52-208,cc5e23f7d8fbce325d3cb9848f282e887b3155e6ddcf567a38d7db3f6e99342e,HISG_50fb3cd2dc8ba076
D9SL19_CLOC7/53-206,e405fd5c5efaea82acbd654a35fbd14b3df7c420589bbd0b318e18435a641290,HISG_b68796e12c0dca06
E0SRC6_IGNAA/49-209,3c860bbf825a731f017103ec7a667580af34a86a78bf9fe6d1b26935a2eca072,HISG_3b32e2e64d6985c3
E0TBZ1_PARBH/62-223,f2e1e92c91b1f7e204cdb42dbdc922cc81876f9b7e4eda5e042c57c195befb1b,HISG_35511c1114736299
E0TJ13_ZINIC/53-207,2adea269c52f2f5c07ea2e9607503eff7dcf1f299c91d722da6fd51b2c41f3c3,HISG_7ffa280dc2194336
E1QDF1_DESB2/51-211,4d00197ff0217390304a508af894f85ded21943ce0751a9ec010b16180c4e223,HISG_9be340425bd39e80
E1QV72_VULDI/47-203,bdae57704d3daadd888c0cd820241edcb176c548a137547e2df918e9347a4a65,HISG_e2aa9f58033585ac
E1QWA4_OLSUV/391-547,bd7e0675cd6a7bce5b28c22cbd1f240f9571b018bb1b5e2d8ca8b6d7efcce94a,HISG_69ef70fdde0db6e1
E1R5B1_SEDSS/56-208,1ea5c5048e81872bd2db73f6605b358229d28515c2a0ff60e7f46bdc1cbc6d0a,HISG_2c0a74e499aa51ba
E1RKS3_METP4/59-214,019ff2c3fa33520b75062f294c339b3128138edba4944c907d4bab7002005483,HISG_6e38b4a25e9ba45d
E1SRG6_FERBD/62-227,aa03b367b583fe38ca91910e23594203cef4c944090548f336e3586d85b25837,HISG_3cc5e466a988f253
E1VHD3_9GAMM/54-206,90ea4db19ab806a9848cadb6c8a957a5d47a7bbc3fe886254e89345770321424,HISG_164942806afadb3e
E1Z441_CHLVA/122-285,bd5d2f157ab902b79136322e0c8d7c802eae96fad60f649db97039e5c21a1643,HISG_77a3f2e44ed4c6eb
E1ZEK2_CHLVA/129-305,6546276155b8fd10db0019f3fc7fb25a2d0ca598d0fc1c594047d748cac2192d,HISG_3cc2da7fb3212911
E3CYZ5_9BACT/49-205,160201f2b5cf6ab2982fb9e601f7bed4d43820f975f26896b8662b3fa9581731,HISG_8e6dae45cf24ff30
E3GZ04_METFV/57-213,4624e55d97e3bfafca4761ecace6ed90acde4c6f342fd40f1a278b4626bf79f5,HISG_dc420d2bd3760250
E3HCR0_ILYPC/52-203,92faa1f2421d899298694002087a5eda1975a69ea6b0ba3ebd7259d04067a7a3,HISG_aee0115c2dd77e4d
E3I4K8_RHOVT/54-231,0c509453e54a7c1be64b3e9ba44210556fb312ca64ff72d153e37ec04c595a64,HISG_b7555743b78fbfcb
E3J7B7_PSEI1/49-202,0e18fbeaf1b9738eb77eef1ee9ed711cf280b0c895cd041cea31cebb7b5aa35b,HISG_f5254e3e94f15975
E3PW31_ACESD/48-198,69f11e27ed3ded37d3ca591645fb4ff44d2faa9990c7aae2cfde53d88a453d01,HISG_68647c9a02dafec2
E4N710_KITSK/49-204,5de91365a1475cf73b9daecbf7e0a32bdd42faf4034e21bafd3394195e469fae,HISG_3631d09f53eae3b8
E4NQZ7_HALBP/49-202,44c87d242bf7d6738062b8ae1ab990637f1c247a6dfbf62805233bc223b6f86a,HISG_cda0644a70404a63
E4RKN1_HALHG/53-203,3bae641836642fe6372cb1322af723126f80aa0767a0d35c31f49c564a4dfa33,HISG_763e803db8f3b835
E4RZU1_LEAB4/52-207,b919dd2cabd3f872af39b34d3cac3df54188307cd80a47a17081424e27bce886,HISG_670b596763d5af6c
E4T3R1_PALPW/49-204,8a9729f6bcda6cf6078a5f54655510a219471a65807f4a42101d1e580568ed93,HISG_e32bf32687a7b9ea
E4TJW1_CALNY/55-206,918e8b5d476023702f8f6085a4aa53c04fc2096bff9716116df930df1e5cf553,HISG_2f5791b42736a477
E4TVG1_MARTH/51-206,536d13f6001765af9e6070f1c60972ecec9d8a9903343fcb55deaffaa8597e25,HISG_fb7354c3b9d610c3
E4ZGL8_LEPMJ/86-263,d59ea5bbe7e2342858c63b3654f491ffc471f28eb67ab0f57195ae87f61daf00,HISG_d847e1077d41afa7
E6S902_INTC7/49-202,ca1b1a01fd297460bf7c71f67091a533455bf5cf145b1ea763899ee3e6534795,HISG_0519a6489fbd5a53
E6SHF3_THEM7/69-237,05545d570c718988ca2b4a4ce41fb7259dcf24b9a72dd00fcb88087972094be4,HISG_c5f4104af8ae9c8a
E6TRF0_EVAC2/60-212,b93fa7505a85fc1c3ec7e1abbb417fc31299eafc561b59f6aa47b158f5458090,HISG_c15f900e08b3feb2
E6U7F5_ETHHY/53-206,7796c9c86eb49d1d6e3893447f1d0045891758a268317f16abbb9ad37c6cf5b8,HISG_1eda81748c3b7a3c
E6WU13_PSEUU/60-227,0eb760ae02c620aaa122a7c928e7b039a60dd5e572380afb280428435554323a,HISG_94392df9da6189cc
E6X0S8_NITSE/47-200,c21733cd3d1b7ed92f652b9c615b957d518a47d90ace1dc76f560300f3d5d882,HISG_d4bc5d962d431a9c
E8MYR6_ANATU/58-228,4e976a927a156d1a968581847afcc06dabc401f01b1cf7c6a0f2a6acada0e2e2,HISG_519697206d8141e1
E8U9Q3_DEIML/53-202,8b077d420209382bf2bf9f82d3a677026ee86cc10607ec833c23e3c22af09d10,HISG_042345f4c7ba08e6
E8V603_TERSS/51-212,065d31024f2358cccb63fb08d01581e0468f0b0b45cf79b7fcbd4b4a91ce2651,HISG_1940813ae46fd625
E9DGQ6_COCPS/58-229,2aa8e206365457449c8d423bfa3a7c8505058d3bba4945c0687f53f0ef39bba9,HISG_83807d057cf8a59c
E9E3Y1_METAQ/44-243,e9ed5a675a1c05c2bf9eb072c7955ed2462a6d6b0af68160249d4dd74d69970e,HISG_085907a012feddc2
E9T690_RHOHA/49-203,8aa75ef1bc0ad232ab327b2570b6a7e48d6fd651fcc4387b8deab7080479808c,HISG_e158baa937509f6c
F0RQ13_DEIPM/63-226,2411ef1f4052453e0f50110461348de2d555598204c814a2e11b00576fe3308e,HISG_659e469587df9f40
F0RUR3_SPHGB/52-208,76742efb839b8bed0b6c56155d5257b6c9ed8a7a4ddaa56eba7ece765a0bea4a,HISG_6d1db78fca83f696
F0S276_DESTD/53-209,21cfdbd544a9843df75605997adccd9e37c0151d8841693dc89df8dd7393556f,HISG_f7d2f4371a23ece5
F0S7L0_PSESL/51-204,70e13819591a33ef8a1cdc3dca1403173c0bbd425fb5a70ef4b8a6cce4b91844,HISG_538663fd8145760f
F0SHP7_RUBBR/52-213,aa3c0bf1c0f74c6ec9489b328528c124c0e234d3ee65229fa1930f814bb66f80,HISG_1d6a9c8ccd4a3918
